policyID	statecode	county	point_latitude	point_longitude	line	construction	point_granularity
705756	FL	HIGHLANDS COUNTY	2729669	-8136067	Residential	Wood	3
727991	FL	HIGHLANDS COUNTY	2732166	-8137136	Residential	Masonry	1
787110	FL	HIGHLANDS COUNTY	27317387	-81364433	Residential	Wood	1
233881	FL	HIGHLANDS COUNTY	273202	-8136653	Commercial	Steel Frame	3
277587	FL	HIGHLANDS COUNTY	27324322	-81373161	Residential	Masonry	1
630152	FL	HIGHLANDS COUNTY	27208776	-81409821	Residential	Masonry	3
315211	FL	HIGHLANDS COUNTY	2732019	-81367165	Residential	Wood	3
340545	FL	HIGHLANDS COUNTY	27303621	-81361496	Residential	Masonry	1
877965	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
375190	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
875426	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
386718	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
303820	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
559661	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
941385	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
747504	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
732905	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
994104	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
547470	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
304838	FL	HIGHLANDS COUNTY	271518	-8119664	Residential	Wood	1
574080	FL	HIGHLANDS COUNTY	27252287	-81324722	Residential	Wood	3
894911	FL	HIGHLANDS COUNTY	2729554	-8136759	Residential	Wood	1
684578	FL	HIGHLANDS COUNTY	27298071	-81365639	Commercial	Reinforced Masonry	1
429866	FL	HIGHLANDS COUNTY	27383315	-8147523	Residential	Wood	3
437751	FL	HIGHLANDS COUNTY	27297407	-8136747	Residential	Masonry	1
298934	FL	HIGHLANDS COUNTY	27297407	-8136747	Residential	Wood	1
810367	FL	HIGHLANDS COUNTY	272918	-81378	Residential	Wood	4
985201	FL	HIGHLANDS COUNTY	272918	-81378	Residential	Wood	4
565464	FL	HIGHLANDS COUNTY	27325624	-81420822	Residential	Wood	1
144682	FL	HIGHLANDS COUNTY	2729988	-8132348	Residential	Wood	1
555603	FL	HIGHLANDS COUNTY	2729988	-8132348	Residential	Wood	1
205176	FL	HIGHLANDS COUNTY	2729988	-8132348	Residential	Wood	1
272694	FL	HIGHLANDS COUNTY	2729988	-8132348	Residential	Wood	1
932766	FL	HIGHLANDS COUNTY	27275784	-81350479	Residential	Wood	1
844997	FL	HIGHLANDS COUNTY	27275784	-81350479	Residential	Wood	1
912210	FL	HIGHLANDS COUNTY	27275784	-81350479	Residential	Wood	1
201226	FL	HIGHLANDS COUNTY	27275784	-81350479	Residential	Wood	1
451615	FL	HIGHLANDS COUNTY	27275784	-81350479	Residential	Wood	1
355719	FL	HIGHLANDS COUNTY	27250395	-81324935	Residential	Wood	3
617008	FL	HIGHLANDS COUNTY	27250395	-81324935	Residential	Wood	3
433975	FL	HIGHLANDS COUNTY	27250395	-81324935	Residential	Wood	3
183320	FL	HIGHLANDS COUNTY	27250395	-81324935	Residential	Wood	3
800465	FL	HIGHLANDS COUNTY	27250395	-81324935	Residential	Wood	3
444585	FL	HIGHLANDS COUNTY	27250395	-81324935	Residential	Wood	3
726797	FL	HIGHLANDS COUNTY	27250395	-81324935	Residential	Wood	3
916728	FL	HIGHLANDS COUNTY	2731722	-8136965	Residential	Masonry	1
359783	FL	HIGHLANDS COUNTY	2731722	-8136965	Residential	Wood	1
426887	FL	HIGHLANDS COUNTY	27340855	-81318962	Residential	Wood	1
228161	FL	HIGHLANDS COUNTY	2726301	-8139859	Residential	Wood	1
457093	FL	HIGHLANDS COUNTY	2726301	-8139859	Residential	Wood	1
465292	FL	HIGHLANDS COUNTY	27275654	-81350739	Residential	Wood	1
232471	FL	HIGHLANDS COUNTY	2732473	-813744	Residential	Wood	1
138447	FL	HIGHLANDS COUNTY	2732473	-813744	Residential	Wood	1
420090	FL	HIGHLANDS COUNTY	2732473	-813744	Residential	Wood	1
344677	FL	HIGHLANDS COUNTY	2732473	-813744	Residential	Wood	1
235055	FL	HIGHLANDS COUNTY	272918	-81378	Residential	Wood	3
213883	FL	HIGHLANDS COUNTY	272918	-81378	Residential	Wood	3
413178	FL	HIGHLANDS COUNTY	27267025	-81326729	Commercial	Reinforced Masonry	1
865911	FL	HIGHLANDS COUNTY	2729648	-8137363	Commercial	Reinforced Masonry	1
778378	FL	HIGHLANDS COUNTY	2729648	-8137363	Residential	Wood	1
365784	FL	HIGHLANDS COUNTY	2721239	-8131592	Commercial	Reinforced Masonry	1
880875	FL	HIGHLANDS COUNTY	2721239	-8131592	Residential	Masonry	1
342370	FL	HIGHLANDS COUNTY	2721239	-8131592	Residential	Wood	1
124018	FL	HIGHLANDS COUNTY	2721239	-8131592	Residential	Wood	1
186811	FL	HIGHLANDS COUNTY	2729369	-8137268	Commercial	Reinforced Concrete	1
274078	FL	HIGHLANDS COUNTY	2729369	-8137268	Residential	Wood	1
345660	FL	HIGHLANDS COUNTY	2729369	-8137268	Residential	Wood	1
321946	FL	HIGHLANDS COUNTY	2729369	-8137268	Residential	Wood	1
893189	FL	HIGHLANDS COUNTY	2721287	-81303764	Residential	Masonry	1
523884	FL	HIGHLANDS COUNTY	2732456	-8141664	Residential	Wood	3
261985	FL	POLK COUNTY	2790494	-8158035	Residential	Wood	1
454621	FL	POLK COUNTY	2790911	-8157743	Residential	Wood	1
975923	FL	POLK COUNTY	27903429	-81580414	Residential	Wood	1
235509	FL	POLK COUNTY	27891525	-81572968	Residential	Wood	1
401347	FL	POLK COUNTY	27891525	-81572968	Residential	Wood	1
342687	FL	POLK COUNTY	279011	-8158794	Commercial	Reinforced Masonry	1
998223	FL	POLK COUNTY	2788784	-815839	Residential	Masonry	1
778643	FL	POLK COUNTY	2788784	-815839	Residential	Masonry	1
700450	FL	POLK COUNTY	2788784	-815839	Residential	Wood	1
807648	FL	POLK COUNTY	27894022	-81568405	Residential	Masonry	3
413363	FL	POLK COUNTY	27894022	-81568405	Residential	Masonry	3
213178	FL	POLK COUNTY	27894022	-81568405	Residential	Wood	3
608109	FL	POLK COUNTY	27894022	-81568405	Residential	Wood	3
312515	FL	POLK COUNTY	2791775	-8159358	Commercial	Reinforced Masonry	1
438111	FL	POLK COUNTY	2791775	-8159358	Commercial	Reinforced Masonry	1
128554	FL	POLK COUNTY	2791775	-8159358	Residential	Masonry	1
438654	FL	POLK COUNTY	2791775	-8159358	Residential	Wood	1
396913	FL	POLK COUNTY	2789128	-8157928	Commercial	Reinforced Concrete	3
296244	FL	POLK COUNTY	2789128	-8157928	Residential	Wood	3
348779	FL	POLK COUNTY	2789128	-8157928	Commercial	Reinforced Masonry	3
359738	FL	POLK COUNTY	2789128	-8157928	Commercial	Reinforced Masonry	3
235251	FL	POLK COUNTY	2789128	-8157928	Residential	Wood	3
330011	FL	POLK COUNTY	2789128	-8157928	Residential	Wood	3
164060	FL	POLK COUNTY	2789128	-8157928	Residential	Masonry	3
331614	FL	POLK COUNTY	2789128	-8157928	Residential	Masonry	3
936700	FL	POLK COUNTY	2788784	-815839	Commercial	Reinforced Masonry	1
988331	FL	POLK COUNTY	2788784	-815839	Residential	Wood	1
440569	FL	POLK COUNTY	2788784	-815839	Commercial	Reinforced Masonry	1
702918	FL	POLK COUNTY	2789586	-8158853	Residential	Masonry	1
178823	FL	POLK COUNTY	2789586	-8158853	Residential	Wood	1
499132	FL	POLK COUNTY	27910337	-81594543	Commercial	Reinforced Masonry	1
477956	FL	POLK COUNTY	27910337	-81594543	Residential	Masonry	1
422611	FL	POLK COUNTY	27910337	-81594543	Residential	Wood	1
993684	FL	POLK COUNTY	27910337	-81594543	Residential	Masonry	1
829417	FL	POLK COUNTY	27910337	-81594543	Residential	Masonry	1
699386	FL	POLK COUNTY	27910337	-81594543	Residential	Wood	1
784081	FL	POLK COUNTY	27910337	-81594543	Residential	Masonry	1
314382	FL	POLK COUNTY	27910337	-81594543	Residential	Wood	1
341271	FL	POLK COUNTY	27910337	-81594543	Residential	Wood	1
733944	FL	POLK COUNTY	27910337	-81594543	Residential	Wood	1
358466	FL	POLK COUNTY	2791063	-8158351	Residential	Masonry	3
959219	FL	POLK COUNTY	2791063	-8158351	Residential	Masonry	3
941027	FL	POLK COUNTY	2791063	-8158351	Residential	Masonry	3
330429	FL	POLK COUNTY	2791063	-8158351	Residential	Masonry	3
748561	FL	POLK COUNTY	2791063	-8158351	Residential	Wood	3
829877	FL	POLK COUNTY	27896585	-81592285	Residential	Masonry	3
463329	FL	POLK COUNTY	27960314	-81623528	Commercial	Reinforced Concrete	3
189191	FL	POLK COUNTY	279004	-81584	Residential	Masonry	4
651726	FL	POLK COUNTY	279004	-81584	Residential	Masonry	4
521335	FL	POLK COUNTY	27965553	-81626579	Residential	Wood	3
658317	FL	POLK COUNTY	279004	-81584	Residential	Masonry	3
659741	FL	POLK COUNTY	279004	-81584	Residential	Wood	4
997708	FL	POLK COUNTY	279004	-81584	Residential	Wood	1
687818	FL	POLK COUNTY	27817444	-81331139	Residential	Masonry	4
321453	FL	POLK COUNTY	279004	-81584	Residential	Wood	4
322703	FL	POLK COUNTY	27968071	-81594521	Residential	Wood	3
458814	FL	POLK COUNTY	27900553	-81597992	Residential	Wood	1
766893	FL	POLK COUNTY	279004	-81584	Residential	Wood	3
497314	FL	POLK COUNTY	2788739	-8158318	Residential	Masonry	1
800921	FL	POLK COUNTY	2789066	-8156559	Residential	Masonry	1
232834	FL	POLK COUNTY	279004	-81584	Residential	Wood	4
422847	FL	POLK COUNTY	2780676	-8133057	Residential	Masonry	3
360315	FL	POLK COUNTY	2781525	-81331085	Residential	Masonry	4
546559	FL	HIGHLANDS COUNTY	273961	-811736	Residential	Masonry	4
125220	FL	HIGHLANDS COUNTY	273961	-811736	Commercial	Reinforced Concrete	4
918558	FL	HIGHLANDS COUNTY	27360987	-81052132	Residential	Wood	3
808331	FL	HIGHLANDS COUNTY	272991	-8102323	Residential	Wood	3
243711	FL	HIGHLANDS COUNTY	272991	-8102323	Residential	Wood	3
519387	FL	HIGHLANDS COUNTY	27400885	-81241675	Residential	Wood	3
437486	FL	HIGHLANDS COUNTY	27400885	-81241675	Residential	Wood	3
704232	FL	POLK COUNTY	28152	-816331	Residential	Masonry	3
576431	FL	POLK COUNTY	28152	-816331	Residential	Wood	4
629584	FL	POLK COUNTY	27961002	-81622871	Commercial	Reinforced Masonry	4
950123	FL	POLK COUNTY	27957134	-81624573	Commercial	Reinforced Masonry	1
550592	FL	POLK COUNTY	27957134	-81624573	Residential	Wood	1
425554	FL	POLK COUNTY	279099	-816168	Commercial	Reinforced Masonry	1
461366	FL	POLK COUNTY	27899252	-81645256	Residential	Masonry	1
432006	FL	POLK COUNTY	27903755	-81622162	Commercial	Reinforced Masonry	1
809624	FL	POLK COUNTY	27957203	-81624573	Residential	Wood	1
776883	FL	POLK COUNTY	27950033	-81617485	Commercial	Reinforced Concrete	3
685539	FL	POLK COUNTY	27955112	-81651642	Residential	Wood	3
912915	FL	POLK COUNTY	27955112	-81651642	Residential	Wood	3
206987	FL	POLK COUNTY	27900928	-81626648	Residential	Masonry	3
611892	FL	POLK COUNTY	278935	-819936	Commercial	Reinforced Masonry	1
734489	FL	POLK COUNTY	278935	-819936	Residential	Wood	3
706430	FL	POLK COUNTY	278935	-819936	Residential	Wood	3
281961	FL	POLK COUNTY	278974	-8197394	Residential	Masonry	1
258567	FL	POLK COUNTY	278974	-8197394	Residential	Masonry	1
670462	FL	POLK COUNTY	2790098	-8197302	Residential	Wood	1
466746	FL	POLK COUNTY	2788688	-8198516	Commercial	Reinforced Masonry	1
696096	FL	POLK COUNTY	2788688	-8198516	Residential	Wood	1
854558	FL	POLK COUNTY	27892115	-81965462	Residential	Masonry	4
890276	FL	POLK COUNTY	27892115	-81965462	Commercial	Reinforced Masonry	4
199988	FL	POLK COUNTY	27892115	-81965462	Residential	Masonry	4
303207	FL	POLK COUNTY	27892115	-81965462	Residential	Masonry	4
955505	FL	POLK COUNTY	27892115	-81965462	Residential	Masonry	4
787394	FL	POLK COUNTY	27892115	-81965462	Residential	Wood	4
900329	FL	POLK COUNTY	27897789	-81960747	Commercial	Reinforced Masonry	1
353889	FL	POLK COUNTY	27897789	-81960747	Commercial	Reinforced Masonry	1
630460	FL	POLK COUNTY	27897789	-81960747	Residential	Masonry	1
650390	FL	POLK COUNTY	27897789	-81960747	Commercial	Reinforced Masonry	1
911479	FL	POLK COUNTY	27897789	-81960747	Commercial	Reinforced Masonry	1
457512	FL	POLK COUNTY	27897789	-81960747	Commercial	Reinforced Masonry	1
122885	FL	POLK COUNTY	27897789	-81960747	Commercial	Reinforced Masonry	1
249440	FL	POLK COUNTY	27897789	-81960747	Residential	Wood	1
701366	FL	POLK COUNTY	27897789	-81960747	Residential	Wood	1
319082	FL	POLK COUNTY	27897789	-81960747	Residential	Masonry	1
998006	FL	POLK COUNTY	27897789	-81960747	Commercial	Reinforced Masonry	1
161318	FL	POLK COUNTY	278972	-819725	Residential	Masonry	1
536177	FL	POLK COUNTY	278972	-819725	Residential	Masonry	1
570838	FL	POLK COUNTY	278972	-819725	Residential	Masonry	1
452874	FL	POLK COUNTY	278972	-819725	Residential	Masonry	1
636676	FL	POLK COUNTY	278972	-819725	Residential	Masonry	1
256055	FL	POLK COUNTY	278972	-819725	Residential	Masonry	1
192563	FL	POLK COUNTY	2789815	-8197411	Commercial	Reinforced Masonry	1
988253	FL	POLK COUNTY	278935	-819936	Residential	Masonry	3
958330	FL	POLK COUNTY	27894938	-81972679	Commercial	Reinforced Masonry	1
405701	FL	POLK COUNTY	2771936	-8203238	Residential	Wood	1
134140	FL	POLK COUNTY	2792726	-82037415	Residential	Wood	4
866373	FL	POLK COUNTY	278935	-819936	Residential	Wood	4
352950	FL	POLK COUNTY	27914936	-8203714	Residential	Masonry	1
456276	FL	POLK COUNTY	2791016	-81994194	Residential	Masonry	3
876830	FL	POLK COUNTY	2790833	-82037825	Residential	Wood	3
425943	FL	POLK COUNTY	2789858	-819657	Residential	Wood	1
815208	FL	POLK COUNTY	278935	-819936	Residential	Wood	3
213504	FL	POLK COUNTY	2791015	-8199682	Residential	Wood	3
313403	FL	POLK COUNTY	27895605	-81951378	Residential	Wood	3
811307	FL	POLK COUNTY	27895605	-81951378	Residential	Wood	3
394338	FL	POLK COUNTY	27895605	-81951378	Residential	Wood	3
970158	FL	POLK COUNTY	27895605	-81951378	Residential	Wood	3
238900	FL	POLK COUNTY	27895605	-81951378	Residential	Wood	3
810199	FL	POLK COUNTY	27895605	-81951378	Residential	Wood	3
735506	FL	POLK COUNTY	27895605	-81951378	Residential	Wood	3
767381	FL	POLK COUNTY	278935	-819936	Residential	Wood	1
801319	FL	POLK COUNTY	278935	-819936	Residential	Wood	1
323320	FL	POLK COUNTY	278935	-819936	Residential	Wood	1
179322	FL	POLK COUNTY	278935	-819936	Residential	Wood	1
714929	FL	POLK COUNTY	278935	-819936	Residential	Wood	1
712569	FL	POLK COUNTY	278935	-819936	Residential	Wood	1
230304	FL	POLK COUNTY	278935	-819936	Residential	Wood	1
334223	FL	POLK COUNTY	278935	-819936	Residential	Wood	1
638818	FL	POLK COUNTY	278935	-819936	Residential	Wood	1
219190	FL	POLK COUNTY	278935	-819936	Residential	Wood	1
290279	FL	POLK COUNTY	277739	-8198836	Residential	Masonry	1
628429	FL	POLK COUNTY	27903936	-81973747	Residential	Wood	1
443626	FL	POLK COUNTY	27896494	-81593742	Residential	Masonry	4
849169	FL	POLK COUNTY	2818123	-8182247	Residential	Wood	3
457647	FL	POLK COUNTY	2818123	-8182247	Commercial	Reinforced Masonry	3
131303	FL	POLK COUNTY	281941	-818272	Residential	Wood	1
698564	FL	POLK COUNTY	28168356	-81851685	Residential	Wood	3
604428	FL	POLK COUNTY	28318613	-81861023	Residential	Masonry	1
699035	FL	POLK COUNTY	28195833	-81820412	Residential	Masonry	1
979439	FL	POLK COUNTY	28168362	-81850777	Residential	Wood	1
707586	FL	POLK COUNTY	28168362	-81850777	Residential	Wood	1
516647	FL	POLK COUNTY	28168362	-81850777	Residential	Wood	1
381482	FL	POLK COUNTY	28179169	-81828079	Residential	Wood	3
408968	FL	POLK COUNTY	28181566	-8182267	Residential	Wood	3
459343	FL	POLK COUNTY	28182917	-81822067	Residential	Wood	3
479109	FL	HIGHLANDS COUNTY	2747191	-81452585	Residential	Masonry	3
552185	FL	HIGHLANDS COUNTY	274654	-8143296	Commercial	Steel Frame	1
308264	FL	HIGHLANDS COUNTY	274654	-8143296	Residential	Wood	1
929074	FL	HIGHLANDS COUNTY	27465754	-81433731	Residential	Wood	1
355960	FL	HIGHLANDS COUNTY	2746862	-8143522	Residential	Wood	3
790343	FL	HIGHLANDS COUNTY	27469013	-81434837	Residential	Wood	3
938903	FL	HIGHLANDS COUNTY	2746837	-8143524	Residential	Wood	3
155180	FL	HIGHLANDS COUNTY	27495392	-81442596	Residential	Wood	1
566609	FL	HIGHLANDS COUNTY	2749617	-8143782	Commercial	Reinforced Masonry	1
914288	FL	HIGHLANDS COUNTY	2749617	-8143782	Residential	Masonry	1
286566	FL	HIGHLANDS COUNTY	2749617	-8143782	Residential	Masonry	1
771787	FL	HIGHLANDS COUNTY	2749632	-8143643	Residential	Wood	1
731338	FL	HIGHLANDS COUNTY	2748903	-8143891	Residential	Wood	1
630714	FL	HIGHLANDS COUNTY	2748762	-8144017	Residential	Wood	1
263191	FL	HIGHLANDS COUNTY	2748782	-8144022	Residential	Wood	1
709114	FL	HIGHLANDS COUNTY	2748848	-8143886	Residential	Wood	1
627879	FL	HIGHLANDS COUNTY	27487782	-81440506	Residential	Masonry	1
891842	FL	HIGHLANDS COUNTY	27494112	-81487755	Residential	Wood	1
607958	FL	HIGHLANDS COUNTY	27499102	-8144133	Residential	Wood	1
464013	FL	HIGHLANDS COUNTY	27491152	-81484406	Commercial	Reinforced Masonry	3
691392	FL	HIGHLANDS COUNTY	2747191	-81452585	Commercial	Reinforced Masonry	3
790932	FL	HIGHLANDS COUNTY	2747191	-81452585	Residential	Masonry	3
627652	FL	HIGHLANDS COUNTY	27547115	-81494065	Residential	Masonry	3
394028	FL	HIGHLANDS COUNTY	2748892	-8141609	Commercial	Reinforced Masonry	1
187345	FL	HIGHLANDS COUNTY	27468585	-81439385	Residential	Masonry	3
276227	FL	HIGHLANDS COUNTY	2749745	-8144014	Commercial	Reinforced Concrete	1
599630	FL	HIGHLANDS COUNTY	274475	-814196	Commercial	Reinforced Masonry	3
117530	FL	HIGHLANDS COUNTY	275161	-814958	Commercial	Reinforced Masonry	3
353883	FL	HIGHLANDS COUNTY	274475	-814196	Residential	Masonry	3
808807	FL	HIGHLANDS COUNTY	2752216	-8149561	Residential	Wood	1
494916	FL	HIGHLANDS COUNTY	27491152	-81484406	Commercial	Reinforced Masonry	3
365031	FL	HIGHLANDS COUNTY	2743948	-81313499	Residential	Masonry	4
490116	FL	HIGHLANDS COUNTY	2743948	-81313499	Residential	Wood	4
484038	FL	HIGHLANDS COUNTY	2743948	-81313499	Residential	Wood	4
401498	FL	HIGHLANDS COUNTY	2743948	-81313499	Residential	Wood	4
178997	FL	HIGHLANDS COUNTY	2743948	-81313499	Residential	Wood	4
441939	FL	HIGHLANDS COUNTY	2743948	-81313499	Residential	Wood	4
108791	FL	HIGHLANDS COUNTY	2743948	-81313499	Residential	Wood	4
412751	FL	HIGHLANDS COUNTY	2743948	-81313499	Residential	Masonry	4
787071	FL	HIGHLANDS COUNTY	2743948	-81313499	Residential	Wood	4
181321	FL	HIGHLANDS COUNTY	274556	-8134554	Commercial	Reinforced Masonry	1
876535	FL	HIGHLANDS COUNTY	274556	-8134554	Residential	Wood	1
404928	FL	HIGHLANDS COUNTY	274556	-8134554	Residential	Wood	1
273313	FL	HIGHLANDS COUNTY	274556	-8134554	Residential	Wood	1
873533	FL	HIGHLANDS COUNTY	274556	-8134554	Residential	Masonry	1
642108	FL	HIGHLANDS COUNTY	274556	-8134554	Residential	Wood	1
352616	FL	HIGHLANDS COUNTY	27458042	-81353539	Residential	Masonry	1
984267	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Masonry	4
642835	FL	HIGHLANDS COUNTY	274928	-8143661	Residential	Wood	1
586692	FL	HIGHLANDS COUNTY	2749333	-81436356	Commercial	Reinforced Concrete	1
519914	FL	HIGHLANDS COUNTY	2748921	-8143327	Residential	Wood	1
952874	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Wood	3
268145	FL	HIGHLANDS COUNTY	2749475	-8144374	Commercial	Reinforced Masonry	1
173071	FL	HIGHLANDS COUNTY	2749475	-8144374	Residential	Wood	1
253898	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Masonry	4
597734	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Wood	4
645221	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Wood	4
217269	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Wood	4
512493	FL	HIGHLANDS COUNTY	2749394	-8143532	Residential	Wood	1
175961	FL	HIGHLANDS COUNTY	2749411	-8141954	Residential	Wood	4
405025	FL	HIGHLANDS COUNTY	2749411	-8141954	Residential	Wood	4
683890	FL	HIGHLANDS COUNTY	27493038	-81431	Residential	Wood	4
220356	FL	HIGHLANDS COUNTY	275162	-8148776	Residential	Wood	1
344440	FL	HIGHLANDS COUNTY	275162	-8148776	Residential	Wood	1
974406	FL	HIGHLANDS COUNTY	275162	-8148776	Residential	Wood	1
294403	FL	HIGHLANDS COUNTY	275162	-8148776	Residential	Wood	1
792554	FL	HIGHLANDS COUNTY	27493015	-81316292	Residential	Wood	1
831361	FL	HIGHLANDS COUNTY	27493015	-81316292	Residential	Wood	1
233433	FL	HIGHLANDS COUNTY	27493015	-81316292	Residential	Wood	1
636266	FL	HIGHLANDS COUNTY	27493015	-81316292	Residential	Wood	1
144087	FL	HIGHLANDS COUNTY	27493015	-81316292	Commercial	Reinforced Masonry	1
759209	FL	HIGHLANDS COUNTY	27493015	-81316292	Residential	Wood	1
864681	FL	HIGHLANDS COUNTY	27493015	-81316292	Residential	Wood	1
374056	FL	HIGHLANDS COUNTY	27493015	-81316292	Residential	Wood	1
289749	FL	HIGHLANDS COUNTY	27496115	-81441465	Residential	Wood	3
689880	FL	HIGHLANDS COUNTY	27496115	-81441465	Residential	Wood	3
910553	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Wood	4
490201	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Wood	4
704267	FL	HIGHLANDS COUNTY	2748917	-8143671	Residential	Masonry	3
340287	FL	HIGHLANDS COUNTY	2748917	-8143671	Residential	Wood	3
429687	FL	HIGHLANDS COUNTY	2748917	-8143671	Residential	Wood	3
622515	FL	HIGHLANDS COUNTY	27450735	-8127442	Residential	Wood	3
922801	FL	HIGHLANDS COUNTY	27450735	-8127442	Residential	Wood	3
603711	FL	HIGHLANDS COUNTY	2741451	-8133948	Residential	Wood	3
299865	FL	HIGHLANDS COUNTY	2749822	-8144062	Residential	Wood	1
224391	FL	HIGHLANDS COUNTY	2749146	-8143388	Residential	Wood	1
269598	FL	HIGHLANDS COUNTY	2754001	-8150169	Residential	Wood	1
772052	FL	HIGHLANDS COUNTY	2752037	-8145315	Residential	Wood	3
908141	FL	HIGHLANDS COUNTY	2752037	-8145315	Residential	Wood	3
827112	FL	HIGHLANDS COUNTY	2752037	-8145315	Residential	Wood	3
258219	FL	HIGHLANDS COUNTY	2748657	-8141976	Residential	Masonry	1
153165	FL	HIGHLANDS COUNTY	2748657	-8141976	Residential	Wood	1
977972	FL	HIGHLANDS COUNTY	2750137	-8144459	Residential	Wood	3
178409	FL	HIGHLANDS COUNTY	2749411	-8141954	Residential	Wood	4
641413	FL	HIGHLANDS COUNTY	274785	-81431525	Residential	Masonry	3
950549	FL	HIGHLANDS COUNTY	2749784	-8143678	Residential	Masonry	1
875527	FL	HIGHLANDS COUNTY	2749784	-8143678	Residential	Masonry	1
106298	FL	HIGHLANDS COUNTY	2749784	-8143678	Residential	Wood	1
127773	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Masonry	4
641778	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Masonry	4
947238	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Masonry	4
920291	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Masonry	4
503172	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Wood	4
145777	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Masonry	4
826574	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Masonry	4
751562	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Wood	4
435306	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Wood	4
623207	FL	HIGHLANDS COUNTY	274954	-814497	Residential	Wood	4
444773	FL	HIGHLANDS COUNTY	2748126	-8143145	Commercial	Reinforced Masonry	1
825073	FL	HIGHLANDS COUNTY	2748126	-8143145	Residential	Masonry	1
865961	FL	HIGHLANDS COUNTY	2748126	-8143145	Residential	Wood	1
318603	FL	HIGHLANDS COUNTY	2748598	-814314	Commercial	Reinforced Masonry	1
562208	FL	HIGHLANDS COUNTY	2748598	-814314	Commercial	Reinforced Masonry	1
734979	FL	HIGHLANDS COUNTY	2748598	-814314	Commercial	Reinforced Masonry	1
708702	FL	HIGHLANDS COUNTY	2748598	-814314	Commercial	Reinforced Masonry	1
297745	FL	HIGHLANDS COUNTY	2748598	-814314	Residential	Wood	1
941948	FL	HIGHLANDS COUNTY	2748598	-814314	Residential	Wood	1
609404	FL	HIGHLANDS COUNTY	2750224	-8141893	Commercial	Reinforced Masonry	1
914688	FL	HIGHLANDS COUNTY	2750224	-8141893	Residential	Masonry	1
208182	FL	HIGHLANDS COUNTY	2750224	-8141893	Residential	Wood	1
256206	FL	HIGHLANDS COUNTY	2750029	-8144286	Residential	Wood	1
789736	FL	HIGHLANDS COUNTY	2748041	-81477115	Residential	Wood	3
857821	FL	HIGHLANDS COUNTY	2751107	-8149743	Residential	Wood	1
459121	FL	HIGHLANDS COUNTY	27536301	-81509041	Residential	Wood	3
306142	FL	HIGHLANDS COUNTY	27539072	-81504982	Commercial	Reinforced Masonry	3
185124	FL	HIGHLANDS COUNTY	27538279	-81506607	Residential	Masonry	3
303715	FL	HIGHLANDS COUNTY	27536217	-81509155	Residential	Wood	3
941031	FL	HIGHLANDS COUNTY	27536217	-81509155	Residential	Wood	3
457479	FL	HIGHLANDS COUNTY	27537607	-81507454	Residential	Wood	3
857031	FL	HIGHLANDS COUNTY	27536301	-81509041	Residential	Masonry	3
512129	FL	HIGHLANDS COUNTY	27534956	-81512108	Commercial	Reinforced Masonry	3
516519	FL	HIGHLANDS COUNTY	27539057	-81506042	Commercial	Steel Frame	3
144970	FL	HIGHLANDS COUNTY	2747044	-8149928	Residential	Wood	1
337932	FL	HIGHLANDS COUNTY	2751615	-8151457	Residential	Wood	1
956636	FL	HIGHLANDS COUNTY	2751615	-8151457	Commercial	Reinforced Masonry	1
559467	FL	HIGHLANDS COUNTY	27536196	-81510628	Commercial	Reinforced Masonry	1
466784	FL	HARDEE COUNTY	27548	-818071	Residential	Wood	3
373797	FL	HARDEE COUNTY	2754956	-818131	Residential	Wood	1
323466	FL	HARDEE COUNTY	2755329	-8180844	Residential	Masonry	1
438759	FL	HARDEE COUNTY	2755329	-8180844	Residential	Masonry	1
438919	FL	HARDEE COUNTY	27552408	-8180938	Residential	Wood	1
